[2026-09-16 12:54:43.915][21920][serving][info][python_runtime_loader.cpp:269] Python runtime library loaded successfully
[2026-09-16 12:54:43.915][21920][][info][pythoninterpretermodule.cpp:39] PythonInterpreterModule starting
[2026-09-16 12:54:43.915][21920][][info][pythoninterpretermodule.cpp:43] Initializing python interpreter
[2026-09-16 12:54:43.982][21920][][info][pythoninterpretermodule.cpp:100] MediaPipe Python calculators plugin loaded successfully
[2026-09-16 12:54:43.982][21920][][info][pythoninterpretermodule.cpp:91] PythonInterpreterModule started
[2026-09-16 12:54:44.012][21920][modelmanager][info][modelmanager.cpp:198] Model cache is enabled: C:\llm\cache\gemmamonster
[2026-09-16 12:54:44.012][14100][modelmanager][info][servable_loading_queue.cpp:89] Started servable loading queue thread
[2026-09-16 12:54:44.192][21920][modelmanager][info][modelmanager.cpp:244] Available devices for Open VINO: CPU, GPU, NPU
[2026-09-16 12:54:44.195][21920][serving][info][capimodule.cpp:40] C-APIModule starting
[2026-09-16 12:54:44.195][21920][serving][info][capimodule.cpp:42] C-APIModule started
[2026-09-16 12:54:44.195][21920][serving][info][grpcservermodule.cpp:106] GRPCServerModule starting
[2026-09-16 12:54:44.195][21920][serving][info][grpcservermodule.cpp:110] GRPCServerModule started
[2026-09-16 12:54:44.195][21920][serving][info][grpcservermodule.cpp:111] Port was not set. GRPC server will not be started.
[2026-09-16 12:54:44.195][21920][serving][info][httpservermodule.cpp:35] HTTPServerModule starting
[2026-09-16 12:54:44.195][21920][serving][info][httpservermodule.cpp:39] Will start 8 REST workers
[2026-09-16 12:54:44.195][10468][serving][info][drogon_http_server.cpp:157] Binding REST server to address: 127.0.0.1:18091
[2026-09-16 12:54:44.246][21920][serving][info][drogon_http_server.cpp:187] REST server listening on port 18091 with 8 unary threads and 8 streaming threads
[2026-09-16 12:54:44.246][21920][serving][info][http_server.cpp:242] API key not provided via --api_key_file or API_KEY environment variable. Authentication will be disabled.
[2026-09-16 12:54:44.246][21920][serving][info][httpservermodule.cpp:52] HTTPServerModule started
[2026-09-16 12:54:44.246][21920][serving][info][httpservermodule.cpp:53] Started REST server at 127.0.0.1:18091
[2026-09-16 12:54:44.248][21920][serving][info][server.cpp:493] Graph config created in memory from model_path: C:\llm\models\OpenVINO\Wondernutts\gemma-4-26B-A4B-it-qat-q4_0-unquantized-uncensored-heretic-int4-ov
[2026-09-16 12:54:44.248][21920][serving][info][servablemanagermodule.cpp:50] ServableManagerModule starting
[2026-09-16 12:54:44.257][14100][][info][mediapipegraphdefinition.cpp:722] MediapipeGraphDefinition initializing graph nodes
[2026-09-16 12:54:44.258][14100][modelmanager][info][servable_initializer.cpp:715] Initializing Visual Language Model Continuous Batching servable
[2026-09-16 12:55:31.215][14100][llm_calculator][info][servable_initializer.cpp:223] Using manually configured tool_parser: gemma4
[2026-09-16 12:55:31.215][14100][llm_calculator][info][servable_initializer.cpp:233] Using manually configured reasoning_parser: gemma4
[2026-09-16 12:55:31.826][14100][llm_calculator][info][servable_initializer.cpp:267] Prepared runtime chat template via libovmspython
[2026-09-16 12:55:31.836][24212][llm_executor][info][llm_executor.hpp:128] All requests: 0; Scheduled requests: 0;
[2026-09-16 12:55:31.839][14100][modelmanager][info][mediapipegraphdefinition.cpp:359] Mediapipe: gemma4-26-heretic inputs: 
name: input; mapping: ; shape: (); precision: UNDEFINED; layout: ...
[2026-09-16 12:55:31.839][14100][modelmanager][info][mediapipegraphdefinition.cpp:360] Mediapipe: gemma4-26-heretic outputs: 
name: output; mapping: ; shape: (); precision: UNDEFINED; layout: ...
[2026-09-16 12:55:31.839][14100][modelmanager][info][mediapipegraphdefinition.cpp:361] Mediapipe: gemma4-26-heretic kfs pass through: false
[2026-09-16 12:55:31.839][14100][modelmanager][info][pipelinedefinitionstatus.hpp:61] Mediapipe: gemma4-26-heretic state changed to: AVAILABLE after handling: ValidationPassedEvent: 
[2026-09-16 12:55:31.840][21920][serving][info][servablemanagermodule.cpp:54] ServableManagerModule started
[2026-09-16 12:55:31.840][9780][modelmanager][info][modelmanager.cpp:1182] Started model manager thread
[2026-09-16 12:55:31.840][19224][modelmanager][info][modelmanager.cpp:1211] Started cleaner thread
[2026-09-16 12:55:48.459][24212][llm_executor][info][llm_executor.hpp:128] All requests: 0; Scheduled requests: 0;
[2026-09-16 12:55:55.355][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 47.4% of 1.2 GB;
[2026-09-16 12:56:15.027][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 100.0% of 1.2 GB;
[2026-09-16 12:56:15.027][24212][llm_executor][info][llm_executor.hpp:128] All requests: 0; Scheduled requests: 0;
[2026-09-16 12:56:15.847][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.2% of 1.2 GB;
[2026-09-16 12:56:16.265][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.3% of 1.2 GB;
[2026-09-16 12:56:16.678][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:17.091][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:17.508][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:17.920][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:18.298][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.5% of 1.2 GB;
[2026-09-16 12:56:18.709][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.6% of 1.2 GB;
[2026-09-16 12:56:19.126][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.6% of 1.2 GB;
[2026-09-16 12:56:19.543][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.7% of 1.2 GB;
[2026-09-16 12:56:19.964][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.8% of 1.2 GB;
[2026-09-16 12:56:20.383][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.8% of 1.2 GB;
[2026-09-16 12:56:20.787][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.9% of 1.2 GB;
[2026-09-16 12:56:21.177][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.9% of 1.2 GB;
[2026-09-16 12:56:21.592][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.0% of 1.2 GB;
[2026-09-16 12:56:22.017][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.1% of 1.2 GB;
[2026-09-16 12:56:22.438][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.1% of 1.2 GB;
[2026-09-16 12:56:22.856][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.1% of 1.2 GB;
[2026-09-16 12:56:23.274][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.2% of 1.2 GB;
[2026-09-16 12:56:23.677][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.2% of 1.2 GB;
[2026-09-16 12:56:24.085][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.3% of 1.2 GB;
[2026-09-16 12:56:24.509][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.3% of 1.2 GB;
[2026-09-16 12:56:24.932][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.4% of 1.2 GB;
[2026-09-16 12:56:25.357][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.5% of 1.2 GB;
[2026-09-16 12:56:25.785][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 1.5% of 1.2 GB;
[2026-09-16 12:56:26.033][24212][llm_executor][info][llm_executor.hpp:128] All requests: 0; Scheduled requests: 0;
[2026-09-16 12:56:28.380][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.2% of 1.2 GB;
[2026-09-16 12:56:28.798][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.3% of 1.2 GB;
[2026-09-16 12:56:29.173][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.3% of 1.2 GB;
[2026-09-16 12:56:29.581][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:30.003][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
[2026-09-16 12:56:30.419][24212][llm_executor][info][llm_executor.hpp:105] All requests: 1; Scheduled requests: 1; Cache type: dynamic, cache usage: 0.4% of 1.2 GB;
